symbol,rule,signal_date,eligible_date,days_to_eligible,holder_class,confidence,basis
860IIFL27,lockin_expiry_promoter_excess_6m,2026-03-13,2026-09-13,37,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_aif_vcf_6m,2026-03-13,2026-09-13,37,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_non_promoter_6m,2026-03-13,2026-09-13,37,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_promoter_excess_6m,2026-03-13,2026-09-13,37,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_aif_vcf_6m,2026-03-13,2026-09-13,37,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_non_promoter_6m,2026-03-13,2026-09-13,37,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_promoter_excess_6m,2026-03-13,2026-09-13,37,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_aif_vcf_6m,2026-03-13,2026-09-13,37,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_non_promoter_6m,2026-03-13,2026-09-13,37,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_promoter_excess_6m,2026-03-13,2026-09-13,37,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
860IIFL27,lockin_expiry_aif_vcf_6m,2026-03-13,2026-09-13,37,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
UTKAL,lockin_expiry_anchor_90d,2026-06-17,2026-09-15,39,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
QMSMEDI,lockin_expiry_anchor_90d,2026-06-18,2026-09-16,40,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
815CHLI36,lockin_expiry_non_promoter_6m,2026-03-17,2026-09-17,41,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
815CHLI36,lockin_expiry_promoter_excess_6m,2026-03-17,2026-09-17,41,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
815CHLI36,lockin_expiry_aif_vcf_6m,2026-03-17,2026-09-17,41,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
APSISAERO,lockin_expiry_non_promoter_6m,2026-03-18,2026-09-18,42,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
APSISAERO,lockin_expiry_promoter_excess_6m,2026-03-18,2026-09-18,42,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
APSISAERO,lockin_expiry_aif_vcf_6m,2026-03-18,2026-09-18,42,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
RSL,lockin_expiry_non_promoter_6m,2026-03-19,2026-09-19,43,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
RSL,lockin_expiry_promoter_excess_6m,2026-03-19,2026-09-19,43,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
RSL,lockin_expiry_aif_vcf_6m,2026-03-19,2026-09-19,43,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
12VPT28A,lockin_expiry_anchor_90d,2026-06-22,2026-09-20,44,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
779TCHFL30,lockin_expiry_anchor_90d,2026-06-22,2026-09-20,44,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
CLAYCRAFT,lockin_expiry_anchor_90d,2026-06-24,2026-09-22,46,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
AVIENCE,lockin_expiry_anchor_90d,2026-06-25,2026-09-23,47,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
INNOVISION,lockin_expiry_non_promoter_6m,2026-03-23,2026-09-23,47,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
INNOVISION,lockin_expiry_promoter_excess_6m,2026-03-23,2026-09-23,47,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
INNOVISION,lockin_expiry_aif_vcf_6m,2026-03-23,2026-09-23,47,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
GSPCROP,lockin_expiry_non_promoter_6m,2026-03-24,2026-09-24,48,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
GSPCROP,lockin_expiry_promoter_excess_6m,2026-03-24,2026-09-24,48,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
GSPCROP,lockin_expiry_aif_vcf_6m,2026-03-24,2026-09-24,48,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
RIIT,lockin_expiry_non_promoter_6m,2026-03-24,2026-09-24,48,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
RIIT,lockin_expiry_promoter_excess_6m,2026-03-24,2026-09-24,48,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
RIIT,lockin_expiry_aif_vcf_6m,2026-03-24,2026-09-24,48,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
DIVINEHIRA,lockin_expiry_mpc,2025-03-24,2026-09-24,48,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
TURTLEMINT,lockin_expiry_anchor_90d,2026-06-29,2026-09-27,51,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
GCHOTELS,lockin_expiry_mpc,2025-03-27,2026-09-27,51,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
734IREDA29,lockin_expiry_anchor_90d,2026-06-29,2026-09-27,51,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
RAPIDFLEET,lockin_expiry_mpc,2025-03-28,2026-09-28,52,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
ACTIVEINFR,lockin_expiry_mpc,2025-03-28,2026-09-28,52,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
1165ESF32,lockin_expiry_anchor_90d,2026-06-30,2026-09-28,52,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
SPECTRUM,lockin_expiry_mpc,2025-03-28,2026-09-28,52,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
RAMBHAJO,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
CORDELIA,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
SHREEDHAR,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
888CIFCL33,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
888CIFCL33,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
888CIFCL33,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
888CIFCL33,lockin_expiry_anchor_90d,2026-07-01,2026-09-29,53,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
CSM,lockin_expiry_anchor_90d,2026-07-02,2026-09-30,54,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
CMPDI,lockin_expiry_non_promoter_6m,2026-03-30,2026-09-30,54,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
CMPDI,lockin_expiry_promoter_excess_6m,2026-03-30,2026-09-30,54,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
CMPDI,lockin_expiry_aif_vcf_6m,2026-03-30,2026-09-30,54,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
920ISF28,lockin_expiry_anchor_90d,2026-07-03,2026-10-01,55,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
920ISF28,lockin_expiry_anchor_90d,2026-07-03,2026-10-01,55,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
AMIRCHAND,lockin_expiry_non_promoter_6m,2026-04-02,2026-10-02,56,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
AMIRCHAND,lockin_expiry_promoter_excess_6m,2026-04-02,2026-10-02,56,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
AMIRCHAND,lockin_expiry_aif_vcf_6m,2026-04-02,2026-10-02,56,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
SAIPARENT,lockin_expiry_non_promoter_6m,2026-04-02,2026-10-02,56,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
SAIPARENT,lockin_expiry_promoter_excess_6m,2026-04-02,2026-10-02,56,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
SAIPARENT,lockin_expiry_aif_vcf_6m,2026-04-02,2026-10-02,56,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
POWERICA,lockin_expiry_non_promoter_6m,2026-04-02,2026-10-02,56,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
POWERICA,lockin_expiry_promoter_excess_6m,2026-04-02,2026-10-02,56,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
POWERICA,lockin_expiry_aif_vcf_6m,2026-04-02,2026-10-02,56,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
ATCENERGY,lockin_expiry_mpc,2025-04-02,2026-10-02,56,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
SHRIAHIMSA,lockin_expiry_mpc,2025-04-02,2026-10-02,56,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
AASTHA,lockin_expiry_anchor_90d,2026-07-06,2026-10-04,58,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
TEJA,lockin_expiry_anchor_90d,2026-07-07,2026-10-05,59,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
VMOBILE,lockin_expiry_anchor_90d,2026-07-07,2026-10-05,59,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
KNACK,lockin_expiry_anchor_90d,2026-07-08,2026-10-06,60,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
VIVIDEL,lockin_expiry_non_promoter_6m,2026-04-07,2026-10-07,61,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
VIVIDEL,lockin_expiry_promoter_excess_6m,2026-04-07,2026-10-07,61,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
VIVIDEL,lockin_expiry_aif_vcf_6m,2026-04-07,2026-10-07,61,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
788TACA31,lockin_expiry_anchor_90d,2026-07-09,2026-10-07,61,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
ICELCO,lockin_expiry_anchor_90d,2026-07-10,2026-10-08,62,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
783LTFL29,lockin_expiry_anchor_90d,2026-07-10,2026-10-08,62,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
783LTFL29,lockin_expiry_anchor_90d,2026-07-10,2026-10-08,62,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
783LTFL29,lockin_expiry_anchor_90d,2026-07-10,2026-10-08,62,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
727NGEL36,lockin_expiry_anchor_90d,2026-07-13,2026-10-11,65,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
783PHFL29,lockin_expiry_anchor_90d,2026-07-13,2026-10-11,65,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
KUSUMGAR,lockin_expiry_anchor_90d,2026-07-15,2026-10-13,67,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
LASERPOWER,lockin_expiry_anchor_90d,2026-07-16,2026-10-14,68,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
HAPPY,lockin_expiry_anchor_90d,2026-07-16,2026-10-14,68,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
115AFIL28A,lockin_expiry_anchor_90d,2026-07-17,2026-10-15,69,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
OMPOWER,lockin_expiry_non_promoter_6m,2026-04-17,2026-10-17,71,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
OMPOWER,lockin_expiry_promoter_excess_6m,2026-04-17,2026-10-17,71,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
OMPOWER,lockin_expiry_aif_vcf_6m,2026-04-17,2026-10-17,71,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
ALPINETEX,lockin_expiry_anchor_90d,2026-07-21,2026-10-19,73,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
SBIFUNDS,lockin_expiry_anchor_90d,2026-07-21,2026-10-19,73,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
CMLL,lockin_expiry_anchor_90d,2026-07-24,2026-10-22,76,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
METALIC,lockin_expiry_anchor_90d,2026-07-28,2026-10-26,80,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
915ICFL28A,lockin_expiry_anchor_90d,2026-07-28,2026-10-26,80,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
XTRANET,lockin_expiry_anchor_90d,2026-07-30,2026-10-28,82,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
INDOMIM,lockin_expiry_anchor_90d,2026-07-30,2026-10-28,82,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
LCL,lockin_expiry_anchor_90d,2026-07-30,2026-10-28,82,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
UGROD6,lockin_expiry_mpc,2025-04-28,2026-10-28,82,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
UGROD5,lockin_expiry_mpc,2025-04-28,2026-10-28,82,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
UGROD4,lockin_expiry_mpc,2025-04-28,2026-10-28,82,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
CUBEINVIT,lockin_expiry_anchor_90d,2026-07-31,2026-10-29,83,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
CITIUSINVT,lockin_expiry_non_promoter_6m,2026-04-29,2026-10-29,83,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
CITIUSINVT,lockin_expiry_promoter_excess_6m,2026-04-29,2026-10-29,83,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
CITIUSINVT,lockin_expiry_aif_vcf_6m,2026-04-29,2026-10-29,83,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
ADISOFT,lockin_expiry_non_promoter_6m,2026-04-30,2026-10-30,84,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
ADISOFT,lockin_expiry_promoter_excess_6m,2026-04-30,2026-10-30,84,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
ADISOFT,lockin_expiry_aif_vcf_6m,2026-04-30,2026-10-30,84,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
TANKUP,lockin_expiry_mpc,2025-04-30,2026-10-30,84,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
NPST,lockin_expiry_mpc,2025-04-30,2026-10-30,84,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
PROPSHOP,lockin_expiry_anchor_90d,2026-08-03,2026-11-01,86,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
MANIPALHOS,lockin_expiry_anchor_90d,2026-08-05,2026-11-03,88,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
129DCCL28,lockin_expiry_anchor_90d,2026-08-05,2026-11-03,88,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
904NACL28,lockin_expiry_anchor_90d,2026-08-05,2026-11-03,88,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
JNPR,lockin_expiry_anchor_90d,2026-08-06,2026-11-04,89,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
MVELECTRO,lockin_expiry_anchor_90d,2026-08-06,2026-11-04,89,anchor,high,SEBI ICDR 2018 lock-in schedule from allotment
10MWL29,lockin_expiry_non_promoter_6m,2026-05-04,2026-11-04,89,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
10MWL29,lockin_expiry_promoter_excess_6m,2026-05-04,2026-11-04,89,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
10MWL29,lockin_expiry_aif_vcf_6m,2026-05-04,2026-11-04,89,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
AMBAAUTO,lockin_expiry_non_promoter_6m,2026-05-05,2026-11-05,90,non_promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
AMBAAUTO,lockin_expiry_promoter_excess_6m,2026-05-05,2026-11-05,90,promoter,high,SEBI ICDR 2018 lock-in schedule from allotment
AMBAAUTO,lockin_expiry_aif_vcf_6m,2026-05-05,2026-11-05,90,investor,high,SEBI ICDR 2018 lock-in schedule from allotment
AARTIDRUGS,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ADANIENSOL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ADANIENT,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ADANIPORTS,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
AJANTPHARM,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ALKEM,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ANTHEM,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
AQYLON,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ATHERENERG,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
BALUFORGE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
BANDHANBNK,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
BANSALWIRE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
BELRISE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
BLUEJET,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
BOSCH-HCIL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
