gross_cr_input,gross_cr,tax_cr,effective_tax_rate_on_proceeds,net_cr,addressable_aum_cr,propensity_assumed
10,10,1.34363125,0.134363125,8.65636875,3.4625475000000003,0.4
50,50,6.725631249999999,0.134512625,43.27436875,17.3097475,0.4
100,100,13.453131249999998,0.13453131249999997,86.54686875,34.618747500000005,0.4
500,500,67.27313125,0.1345462625,432.72686875,173.09074750000002,0.4
