n,events,base_rate,p@25,lift@25,wallet_p@25,p@50,lift@50,wallet_p@50,p@100,lift@100,wallet_p@100,auc,cal_error,n_train,n_test,train_events,test_events,model,n_folds
1860.5833333333333,115.45833333333333,0.06247492148377426,0.2316666666666667,3.7292823739748675,0.0402821365518569,0.21583333333333335,3.47642877675955,0.07859306181289699,0.1725,2.8019947180247167,0.14923271649140868,0.6586054444720217,0.03819464649569235,49725.0,8718.5,3152.25,570.25,T1_3m,4
1860.5833333333333,115.45833333333333,0.06247492148377426,0.24500000000000002,3.978782703264038,0.04192285281889646,0.20750000000000002,3.2946014841018494,0.07485808459587867,0.18208333333333332,2.9064258941739407,0.10647358298086561,0.6536686770033766,0.0379514571833062,49725.0,8718.5,3152.25,570.25,T2_3m,4
1860.5833333333333,115.45833333333333,0.06247492148377426,0.2066666666666667,3.207437165601548,0.04059232526687403,0.19916666666666666,3.115008038377143,0.0749707966893517,0.18708333333333332,3.0020011581622734,0.11379825500428999,0.6563543787579219,0.03738139359403426,49725.0,8718.5,3152.25,570.25,T3_3m,4
1859.111111111111,201.33333333333334,0.10881239156868759,0.3422222222222222,3.135040233885057,0.049097773167015045,0.31222222222222223,2.833836342803616,0.0701912711148039,0.2505555555555556,2.29883238827976,0.1469022788673006,0.6463173621281091,0.06254252872693156,44692.0,7943.0,4946.333333333333,918.0,T1_6m,3
1859.111111111111,201.33333333333334,0.10881239156868759,0.3466666666666667,3.189128427423744,0.046390500232174024,0.3022222222222222,2.7775001512179944,0.06787857833670899,0.2511111111111111,2.2610456707727478,0.11949475741425504,0.6448872327630613,0.061828330851501745,44692.0,7943.0,4946.333333333333,918.0,T2_6m,3
1859.111111111111,201.33333333333334,0.10881239156868759,0.3422222222222222,3.14979999804833,0.05521776989190805,0.29444444444444445,2.682589789183911,0.10936212893503176,0.24500000000000002,2.2075437673310856,0.12632158433320909,0.6418850262140163,0.05988767662731814,44692.0,7943.0,4946.333333333333,918.0,T3_6m,3
1814.0,332.0,0.18302094818081588,0.52,2.8412048192771087,0.0723364067925281,0.46,2.513373493975904,0.09231886576767644,0.4,2.185542168674699,0.21837546758950868,0.6467245500219501,0.1456299200885144,34996.0,1814.0,6396.0,332.0,T1_12m,1
1814.0,332.0,0.18302094818081588,0.48,2.6226506024096383,0.06878468045847443,0.42,2.2948192771084335,0.0703319410265216,0.39,2.1309036144578313,0.20863723982510277,0.6408122368014568,0.1526292020105563,34996.0,1814.0,6396.0,332.0,T2_12m,1
1814.0,332.0,0.18302094818081588,0.52,2.8412048192771087,0.06879228806459997,0.44,2.404096385542169,0.1757465326651985,0.38,2.076265060240964,0.220704376760594,0.6403285205599727,0.15299040123466776,34996.0,1814.0,6396.0,332.0,T3_12m,1
