embargo_months,folds,p@50,lift@50,auc
0,5,0.35000000000000003,2.8313638917791244,0.653463315331485
6,4,0.3075,2.657443766536819,0.6402702267027119
12,3,0.3022222222222222,2.7775001512179944,0.6448872327630613
